'id_car_model','id_car_make','name','date_create','date_update','id_car_type'
'644','63','Granada','1399001709','1567848355','1'
'645','63','GT','1399001709','1567848356','1'
'646','63','Ixion','1399001709','1567848358','1'
'647','63','Ka','1399001709','1567848359','1'
'648','63','Kuga','1399001709','1567848360','1'
'649','63','Laser','1399001709','1567848360','1'
'650','63','LTD Crown Victoria','1399001709','1461509882','1'
'651','63','Maverick','1399001709','1567848363','1'
'652','63','Mondeo','1399001709','1567848365','1'
'653','63','Mustang','1399001709','1567848365','1'
'654','63','Orion','1399001709','1567848366','1'
'655','63','Probe','1399001709','1567848369','1'
'656','63','Puma','1399001709','1567848371','1'
'657','63','Ranger (North America)','1399001709','1557493720','1'
'658','63','Ranger','1399001709','1567848373','1'
'659','63','S-Max','1399001709','1567848376','1'
'660','63','Scorpio','1399001709','1567848373','1'
'661','63','Sierra','1399001709','1567848375','1'
'663','63','Taunus','1399001709','1567848377','1'
'664','63','Taurus','1399001709','1567848377','1'
'665','63','Taurus X','1399001709','1567848378','1'
'666','63','Tempo','1399001709','1567848379','1'
'667','63','Thunderbird','1399001709','1567848380','1'
'668','63','Tourneo Connect','1399001709','1567848382','1'
'669','63','Windstar','1399001709','1567848385','1'
'670','64','Midi','1399001710','1567848387','1'
'672','65','125p','1399001710','1461509884','1'
'673','65','126p','1399001710','1434657070','1'
'674','65','127p','1399001710','1434657072','1'
'675','65','132p','1399001710','1434657073','1'
'676','65','Polonez','1399001710','1567848389','1'
'677','66','6500 Land King','1399001711','1567848389','1'
'678','67','Beauty Leopard','1399001712','1567848390','1'
'679','67','CK','1399001712','1567848392','1'
'680','67','Emgrand 7','1399001712','1567848392','1'
'681','67','Emgrand EC8','1399001712','1461509884','1'
'682','67','Emgrand X7','1399001712','1567848394','1'
'683','67','Vision','1399001712','1567848404','1'
'684','67','Haoqing','1399001712','1434657086','1'
'685','67','LC','1399001712','1567848399','1'
'687','67','MK Cross','1399001712','1461509884','1'
'688','67','MK','1399001712','1567848399','1'
'689','67','MR','1399001712','1567848400','1'
'690','68','Metro','1399001713','1567848405','1'
'691','68','Prizm','1399001713','1567848405','1'
'692','68','Spectrum','1399001713','1567848406','1'
'693','68','Storm','1399001713','1567848406','1'
'694','68','Tracker','1399001713','1567848407','1'
'695','69','Acadia','1399001714','1567848408','1'
'696','69','Canyon','1399001714','1567848408','1'
'697','69','Envoy','1399001714','1567848408','1'
'698','69','Jimmy','1399001714','1567848409','1'
'699','69','Safari','1399001714','1567848410','1'
'700','69','Savana','1399001714','1567848410','1'
'701','69','Sierra','1399001714','1567848411','1'
'702','69','Sonoma','1399001714','1567848412','1'
'703','69','Suburban','1399001714','1567848412','1'
'704','69','Syclone','1399001714','1434657116','1'
'705','69','Terrain','1399001714','1567848413','1'
'706','69','Typhoon','1399001714','1434657120','1'
'707','69','Vandura','1399001714','1567848413','1'
'708','69','Yukon','1399001714','1567848414','1'
'709','70','Troy','1399001715','1434657124','1'
'710','71','CoolBear','1399005015','1567848415','1'
'711','71','Cowry','1399005015','1567848415','1'
'712','71','Deer','1399005015','1567848416','1'
'713','71','Florid','1399005015','1567848417','1'
'714','71','Hover H3','1399005015','1567848417','1'
'715','71','Hover M1 (Peri 4x4)','1399005015','1461509886','1'
'716','71','Hover M2','1399005015','1567848420','1'
'717','71','Hover M4','1399005015','1567848420','1'
'718','71','Pegasus','1399005015','1567848421','1'
'719','71','Peri','1399005015','1567848422','1'
'720','71','Safe','1399005015','1567848422','1'
'721','71','Sailor','1399005015','1567848423','1'
'722','71','Sing RUV','1399005015','1567848424','1'
'723','71','Socool','1399005015','1567848425','1'
'724','71','Voleex C10','1399005015','1567848426','1'
'725','71','Wingle 3','1399005015','1567848430','1'
'726','72','Brio','1399005016','1567848432','1'
'727','72','Princip','1399005016','1567848436','1'
'728','72','Saibao','1399005016','1567848436','1'
'729','72','Sigma','1399005016','1567848438','1'
'730','72','Simbo','1399005016','1567848438','1'
'731','73','3','1399005017','1567848441','1'
'732','73','7','1399005017','1567848441','1'
'733','73','M3','1399005017','1567848446','1'
'734','74','Ambassador','1399005018','1567848450','1'
'735','74','Contessa','1399005018','1567848451','1'
'736','75','Apollo','1399005019','1567848454','1'
'737','75','Astra','1399005019','1567848455','1'
'738','75','Barina','1399005019','1567848456','1'
'739','75','Calais','1399005019','1567848459','1'
'740','75','Caprice','1399005019','1567848460','1'
'742','75','Commodore','1399005019','1567848462','1'
'743','75','Cruze','1399005019','1567848464','1'
'744','75','Frontera','1399005019','1567848466','1'
'745','75','Jackaroo','1399005019','1567848467','1'
'746','75','Monaro','1399005019','1567848469','1'
'747','75','Rodeo','1399005019','1567848472','1'
'749','75','Suburban','1399005019','1567848473','1'
'750','75','UTE','1399005019','1567848475','1'
'751','75','Vectra','1399005019','1567848476','1'
'752','75','Zafira','1399005019','1567848479','1'
'753','76','Accord','1399005020','1567848482','1'
'754','76','Airwave','1399005020','1567848484','1'
'755','76','Ascot','1399005020','1567848486','1'
'756','76','Avancier','1399005020','1567848488','1'
'757','76','Beat','1399005020','1567848490','1'
'758','76','Capa','1399005020','1567848493','1'
'759','76','City','1399005020','1567848495','1'
'760','76','Civic Ferio','1399005020','1461509888','1'
'761','76','Civic','1399005020','1567848496','1'
'762','76','Concerto','1399005020','1567848497','1'
'763','76','CR-V','1399005020','1567848501','1'
'764','76','CR-X','1399005020','1567848501','1'
'765','76','CR-Z','1399005020','1567848502','1'
'766','76','Crossroad','1399005020','1567848499','1'
'767','76','Crosstour','1399005020','1567848500','1'
'768','76','Domani','1399005020','1567848503','1'
'769','76','Edix','1399005020','1567848504','1'
'770','76','Element','1399005020','1567848505','1'
'771','76','Elysion','1399005020','1567848506','1'
'772','76','FCX Clarity','1399005020','1567848506','1'
'773','76','Fit Aria','1399005020','1567848508','1'
'774','76','Fit','1399005020','1567848507','1'
'775','76','FR-V','1399005020','1567848510','1'
'776','76','Freed','1399005020','1567848509','1'
'777','76','HR-V','1399005020','1567848511','1'
'778','76','Insight','1399005020','1567848512','1'
'779','76','Inspire','1399005020','1567848512','1'
'780','76','Integra','1399005020','1567848513','1'
'781','76','Integra SJ','1399005020','1567848513','1'
'782','76','Jazz','1399005020','1567848515','1'
'783','76','Legend','1399005020','1567848516','1'
'784','76','Life','1399005020','1567848517','1'
'785','76','Logo','1399005020','1567848517','1'
'786','76','MDX','1399005020','1567848518','1'
'787','76','Mobilio','1399005020','1567848519','1'
'788','76','NSX','1399005020','1567848520','1'
'789','76','Odyssey (North America)','1399005020','1461509889','1'
'790','76','Odyssey','1399005020','1567848521','1'
'791','76','Orthia','1399005020','1567848522','1'
'792','76','Partner','1399005020','1567848522','1'
'793','76','Passport','1399005020','1567848523','1'
'794','76','Pilot','1399005020','1567848524','1'
'795','76','Prelude','1399005021','1567848525','1'
'796','76','Quint','1399005021','1567848525','1'
'797','76','Rafaga','1399005021','1567848526','1'
'798','76','Ridgeline','1399005021','1567848527','1'
'799','76','S-MX','1399005021','1567848532','1'
'800','76','S2000','1399005021','1567848528','1'
'801','76','Saber','1399005021','1567848530','1'
'802','76','Shuttle','1399005021','1567848531','1'
'803','76','Stepwgn','1399005021','1567848533','1'
'804','76','Stream','1399005021','1567848533','1'
'805','76','That\'s','1399005021','1567848534','1'
'806','76','Today','1399005021','1567848535','1'
'807','76','Torneo','1399005021','1567848535','1'
'808','76','Vamos','1399005021','1567848536','1'
'809','76','Vigor','1399005021','1567848537','1'
'810','76','Z','1399005021','1567848538','1'
'811','76','Zest','1399005021','1567848539','1'
'812','77','Antelope','1399005021','1567848540','1'
'813','77','Landscape','1399005021','1567848540','1'
'814','77','Plutus','1399005021','1567848541','1'
'815','78','H1','1399005022','1567848542','1'
'816','78','H2','1399005022','1567848543','1'
'817','78','H3','1399005022','1567848544','1'
'818','79','Accent','1399005023','1567848544','1'
'819','79','Atos','1399005023','1567848548','1'
'820','79','Avante','1399005023','1567848549','1'
'821','79','Centennial','1399005023','1567848551','1'
'822','79','Coupe','1399005023','1567848553','1'
'823','79','Dynasty','1399005023','1567848554','1'
'824','79','Elantra','1399005023','1567848555','1'
'825','79','Equus','1399005023','1567848557','1'
'826','79','Excel','1399005023','1567848558','1'
'827','79','Galloper','1399005023','1567848559','1'
'828','79','Genesis','1399005024','1567848559','1'
'829','79','Genesis Coupe','1399005024','1434657433','1'
'830','79','Getz','1399005024','1567848560','1'
'831','79','Grandeur','1399005024','1567848562','1'
'832','79','i10','1399005024','1567848565','1'
'833','79','i20','1399005024','1567848566','1'
'834','79','i30','1399005024','1567848567','1'
'835','79','i40','1399005024','1567848568','1'
'836','79','ix20','1399005024','1567848570','1'
'837','79','ix35','1399005024','1567848571','1'
'838','79','ix55','1399005024','1567848572','1'
'839','79','Lantra','1399005024','1567848574','1'
'840','79','Lavita','1399005024','1567848574','1'
'841','79','Marcia','1399005024','1567848575','1'
'842','79','Matrix','1399005024','1567848576','1'
'843','79','Maxcruz','1399005024','1434657454','1'
'844','79','Pony','1399005024','1567848577','1'
'845','79','Santa Fe','1399005024','1567848579','1'
'846','79','Santamo','1399005024','1567848579','1'
'847','79','Scoupe','1399005024','1461509892','1'
'848','79','Solaris','1399005024','1567848582','1'
'849','79','Sonata','1399005024','1567848583','1'
'850','79','H-1','1399005024','1567848562','1'
'851','79','Stellar','1399005024','1567848584','1'
'852','79','Terracan','1399005024','1567848585','1'
'853','79','Tiburon','1399005024','1567848586','1'
'854','79','Trajet','1399005024','1567848587','1'
'855','79','Tucson','1399005024','1567848588','1'
'856','79','Tuscani','1399005024','1567848589','1'
'857','79','Veloster','1399005024','1567848590','1'
'858','79','Veracruz','1399005024','1567848591','1'
'859','79','Verna','1399005024','1567848591','1'
'860','79','XG','1399005024','1567848593','1'
'861','80','EX-Series','1399005025','1567848594','1'
'862','80','FX-Series','1399005025','1567848596','1'
'863','80','G','1399005025','1461509892','1'
'864','80','G-Series','1399005025','1567848596','1'
'865','80','J30','1399005025','1567848598','1'
'866','80','JX-Series','1399005025','1567848599','1'
'867','80','M-Series','1399005025','1567848600','1'
'868','80','Q45','1399005025','1567848601','1'
'869','80','Q50','1399005025','1567848602','1'
'870','80','Q60','1399005025','1567848603','1'
'872','80','QX50','1399005025','1567848606','1'
'873','80','QX60','1399005025','1567848606','1'
'874','80','QX70','1399005025','1567848607','1'
'875','80','QX80','1399005025','1567848608','1'
'876','81','Elba','1399008609','1567848610','1'
'877','81','Mille','1399008609','1567848611','1'
'878','81','Mini','1399008609','1434657552','1'
'879','82','S1','1399008610','1567848612','1'
'880','83','Paykan','1399008611','1461509946','1'
'881','83','Samand','1399008611','1567848614','1'
'882','83','Soren','1399008611','1567848615','1'
'883','84','Commendatore 112i','1399008612','1461509946','1'
'884','84','Imperator','1399008612','1567848616','1'
'885','84','Spyder','1399008612','1567848616','1'
'886','85','Amigo','1399008613','1567848618','1'
'887','85','Ascender','1399008613','1567848619','1'
'888','85','Aska','1399008613','1567848619','1'
'889','85','Axiom','1399008613','1567848620','1'
'890','85','Bighorn','1399008613','1567848623','1'
'891','85','D-Max','1399008613','1567848624','1'
'892','85','Gemini','1399008613','1567848627','1'
'893','85','Impulse','1399008613','1567848629','1'
'894','85','KB','1399008613','1567848630','1'
'895','85','MU','1399008613','1567848631','1'
'896','85','MU-7','1399008613','1567848632','1'
'897','85','Piazza','1399008613','1567848633','1'
'898','85','Rodeo','1399008613','1567848634','1'
'899','85','Stylus','1399008613','1567848635','1'
'900','85','TF (Pickup)','1399008613','1434657583','1'
'901','85','Trooper','1399008613','1567848636','1'
'902','85','VehiCross','1399008613','1567848636','1'
'903','85','Wizard','1399008613','1567848638','1'
'904','86','Massif','1399008614','1472591977','1'
'905','87','J2','1399008615','1567848638','1'
'906','87','J3 (Tongyue,Tojoy)','1399008615','1434657591','1'
'907','87','J5','1399008615','1567848639','1'
'908','87','J6 (Heyue RS)','1399008615','1434657594','1'
'909','87','J7 (Binyue)','1399008615','1434657595','1'
'910','87','Refine','1399008615','1567848639','1'
'911','87','Rein','1399008615','1567848642','1'
'912','87','S5','1399008615','1567848643','1'
'914','88','E-Type','1399008616','1567848647','1'
'915','88','F-Type','1399008616','1567848648','1'
'916','88','S-Type','1399008616','1567848650','1'
'917','88','X-Type','1399008616','1567848655','1'
'918','88','XF','1399008616','1567848652','1'
'919','88','XJ','1399008616','1567848653','1'
'920','88','XJ220','1399008616','1434657609','1'
'921','88','XJS','1399008616','1567848653','1'
'922','88','XK','1399008616','1567848654','1'
'923','89','Cherokee','1399008617','1567848656','1'
'924','89','CJ','1399008617','1567848658','1'
'925','89','Commander','1399008617','1567848659','1'
